rank,parent_institution,urls_scanned,reachable,coverage_pct
677,International Medical & Technological University,3,2,66.7
678,King College,3,3,100.0
679,Institute for the Study of Coherence and Emergence,3,3,100.0
680,Dutchess Community College,3,3,100.0
681,International Technological University,3,3,100.0
682,Illinois Valley Community College,3,3,100.0
683,Illinois Wesleyan University,3,3,100.0
684,Johnson C. Smith University,3,2,66.7
685,John F. Kennedy University,3,3,100.0
686,"Juniata College, by any measure one of the best liberal arts colleges in the U.S.",3,3,100.0
687,Lakeland Community College,3,3,100.0
688,Lake Michigan College,3,3,100.0
689,Lake Erie College of Osteopathic Medicine,3,3,100.0
690,"Art School, Art Colleges Massachusetts, MA",3,3,100.0
691,A Top Christian University and Seminary,3,3,100.0
692,Northeastern University,3,3,100.0
693,Sarah Lawrence College. A Deeper Education.,3,3,100.0
694,Online College Degrees William Howard Taft University,3,3,100.0
695,University of Maryland,3,3,100.0
696,University of Nebraska,3,3,100.0
697,Deep Springs College,2,2,100.0
698,College of the Atlantic,2,2,100.0
699,Horry-Georgetown Technical College,2,2,100.0
700,Anne Arundel Community College,2,2,100.0
701,Academy College,2,2,100.0
702,Appalachian College of Pharmacy,2,2,100.0
703,Albany College of Pharmacy and Health Sciences (ACPHS),2,2,100.0
704,American College of Thessaloniki,2,2,100.0
705,Air Force Institute of Technology,2,1,50.0
706,Agnes Scott College,2,2,100.0
707,American Institute of Alternative Medicine AIAM,2,2,100.0
708,American Islamic College,2,2,100.0
709,Atlantic International University,2,2,100.0
710,American InterContinental University,2,2,100.0
711,Association of Jesuit Colleges and Universities,2,2,100.0
712,Alamo Colleges District,2,2,100.0
713,Albany Technical College,2,2,100.0
714,College of the Albemarle,2,2,100.0
715,Carlos Albizu University,2,2,100.0
716,Alcorn State University,2,2,100.0
717,Alexandria Technical & Community College,2,1,50.0
718,Allegany College of Maryland,2,2,100.0
719,Allen County Community College,2,2,100.0
720,Arapahoe Community College in Colorado,2,2,100.0
721,Caribbean Nazarene College,2,2,100.0
722,Collin County Community College District,2,2,100.0
723,Front Range Community College,2,2,100.0
724,Hawkeye Community College,2,1,50.0
725,Holy Apostles College & Seminary,2,2,100.0
726,Hampden-Sydney College,2,2,100.0
727,"Distance Learning Courses and Programs at Warnborough College at Bachelors, Masters, and PhD levels",2,2,100.0
728,American Institute,2,2,100.0
729,Aaniiih Nakoda College,2,2,100.0
730,Anna Maria College,2,2,100.0
731,Anoka Technical College Home,2,2,100.0
732,Cape Cod Community College,2,2,100.0
733,Cochise College Home Page,2,2,100.0
734,Dillard University,2,2,100.0
735,Ecclesia College,2,2,100.0
736,Grand View University,2,2,100.0
737,"Itawamba Community College in Northeast Mississippi (Fulton, Tupelo, Belden)",2,2,100.0
738,Bossier Parish Community College,2,2,100.0
739,City Colleges of Chicago,2,2,100.0
740,Kaplan University,2,2,100.0
741,Argosy University,2,0,0.0
742,Arkansas Baptist College,2,2,100.0
743,Art Center College of Design,2,2,100.0
744,Ashford University,2,1,50.0
745,Online University,2,2,100.0
746,ATA College,2,2,100.0
747,Athens State University,2,2,100.0
748,Colorado Northwestern Community College,2,2,100.0
749,Atlantic University College,2,2,100.0
750,American University in Bulgaria,2,2,100.0
751,Spelman College,2,1,50.0
752,Antelope Valley College,2,1,50.0
753,Averett College,2,2,100.0
754,Barry University,2,2,100.0
755,Bastyr University,2,2,100.0
756,Bay Atlantic University,2,2,100.0
757,Baylor University,2,2,100.0
758,"blueridge college of evangelism, christian bible colleges in wytheville va",2,2,100.0
759,Belhaven University,2,2,100.0
760,Bethany Theological Seminary,2,2,100.0
761,Bircham International University,2,2,100.0
762,Bismarck State College,2,2,100.0
763,Blackburn College,2,2,100.0
764,Career Training – Online Career Training Programs – Blackstone Career Institute,2,2,100.0
765,Bladen Community College,2,2,100.0
766,Blue Mountain Community College,2,2,100.0
767,Bluffton College,2,2,100.0
768,Denison University,2,2,100.0
769,Greenville Presbyterian Theological Seminary,2,2,100.0
770,Bristol Community College,2,2,100.0
771,Welcome to Brookdale Community College,2,1,50.0
772,Brunswick Community College,2,2,100.0
773,Bon Secours Memorial College of Nursing,2,2,100.0
774,California Pacific University,2,2,100.0
775,Bhaktivedanta Institute,2,2,100.0
776,California Coast University,2,1,50.0
777,Caldwell College New Jersey,2,2,100.0
778,Century College,2,2,100.0
779,Clarkson University,2,2,100.0
780,Calhoun Community College,2,2,100.0
781,California Polytechnic State University,2,2,100.0
782,Cameron University,2,2,100.0
783,Capitol Technology University,2,2,100.0
784,"California State University, Los Angeles",2,2,100.0
785,Central State University,2,2,100.0
786,Concorde Career Colleges,2,2,100.0
787,"California State University, Monterey Bay",2,2,100.0
788,Humboldt State University,2,2,100.0
789,Carroll College Helena,2,2,100.0
790,Carroll Community College,2,2,100.0
791,Central Baptist College,2,2,100.0
792,CBD College,2,2,100.0
793,Central Baptist Theological Seminary,2,1,50.0
794,CDE Career Institute,2,2,100.0
795,Gutenberg College Great Books.,2,2,100.0
796,Charles R. Drew University of Medicine and Science,2,2,100.0
797,Cedar Crest College,2,2,100.0
798,Central Christian College of KS,2,2,100.0
799,Centura College Career School,2,2,100.0
800,College of Central Florida,2,2,100.0
801,Chabot College,2,2,100.0
802,Chesapeake College,2,2,100.0
803,Columbia International University,2,2,100.0
804,Clarke University,2,2,100.0
805,California Nurses Educational Institute,2,2,100.0
806,Coastal Alabama Community College,2,2,100.0
807,Coastal Pines Technical College,2,2,100.0
808,Cogswell Polytechnical College,2,1,50.0
809,Coker College,2,2,100.0
810,Colby Community College,2,2,100.0
811,College of the Desert,2,2,100.0
812,Colorado College,2,1,50.0
813,Columbus University,2,2,100.0
814,Columbus Technical College,2,2,100.0
815,Commonwealth Institute of Funeral Service,2,2,100.0
816,Computek College,2,2,100.0
817,Connors State College,2,2,100.0
818,Craven Community College,2,2,100.0
819,Crowley\'s Ridge College,2,2,100.0
820,Crowder College Neosho Missouri,2,2,100.0
821,Indiana State University,2,2,100.0
822,"Concordia Seminary, St. Louis",2,2,100.0
823,College of Southern Nevada,2,2,100.0
824,Colorado State University-Pueblo,2,1,50.0
825,Catawba Valley Community College,2,2,100.0
826,Chippewa Valley Technical College,2,2,100.0
827,Cypress College,2,2,100.0
828,Dakota College at Bottineau,2,2,100.0
829,Dallas Christian College,2,2,100.0
830,Dallas Theological Seminary (DTS),2,1,50.0
831,Davidson College Home,2,2,100.0
832,Dawson Community College,2,2,100.0
833,Welcome to Daymar College!,2,0,0.0
834,Dodge City Community College,2,2,100.0
835,Dean College,2,2,100.0
836,DePauw University,2,2,100.0
837,El Camino Community College District,2,1,50.0
838,Eucon International College,2,2,100.0
839,Golden West College,2,2,100.0
840,Harris-Stowe State University,2,1,50.0
841,North Central University,2,0,0.0
842,Divers Institute of Technology,2,2,100.0
843,Dallas Nursing Institute,2,2,100.0
844,J F Drake State Community and Technical College,2,2,100.0
845,Diablo Valley College,2,2,100.0
846,Dakota Wesleyan University,2,2,100.0
847,Edinboro University of Pennsylvania,2,2,100.0
848,Emory & Henry College,2,2,100.0
849,Emmaus Bible College Home Page,2,2,100.0
850,Empire College,2,2,100.0
851,Estrella Mountain Community College,2,2,100.0
852,Evangel University,2,2,100.0
853,Halifax Community College,2,2,100.0
854,Everest University,2,1,50.0
855,Welcome to Florida Atlantic University,2,2,100.0
856,Finger Lakes Community College,2,2,100.0
857,"Accredited, independent college, offering Bachelor and Associate degrees",2,2,100.0
858,Fisher More Catholic College,2,1,50.0
859,Flagler College,2,2,100.0
860,Florida Memorial University,2,2,100.0
861,Fontbonne University,2,2,100.0
862,"Christian Life College, Stockton, California",2,2,100.0
863,Fresno Pacific University,2,2,100.0
864,God's Bible School and College,2,2,100.0
865,God\'s Bible School & College,2,2,100.0
866,Eastern New Mexico University-Roswell Campus,2,2,100.0
867,Great Lakes Institute of Technology,2,2,100.0
868,Kettering University (GMI),2,2,100.0
869,Gogebic Community College,2,2,100.0
870,USM University of Santa Monica,2,2,100.0
871,Georgia Piedmont Technical College,2,2,100.0
872,Grantham University,2,2,100.0
873,Golden State Baptist College,2,2,100.0
874,Gwinnett Technical College,2,2,100.0
875,Hallmark Institute of Photography / Photography School,2,2,100.0
876,Allan Hancock College,2,2,100.0
877,Harrisburg University,2,2,100.0
878,Huntsville Bible College,2,2,100.0
879,Houston Baptist University,2,2,100.0
880,Futures Inspired l Holyoke Community College,2,2,100.0
881,Humacao Community College,2,2,100.0
882,Houston Community College,2,2,100.0
883,Heald College,2,0,0.0
884,Hebrew College,2,2,100.0
885,College of the Redwoods,2,2,100.0
886,Hodges University,2,1,50.0
887,Hutchinson Community College,2,2,100.0
888,"Discover Judson University, a Four Year Christian College in Elgin near Chicago",2,2,100.0
889,"Hollywood Institute of Beauty Careers  Cosmetology, Makeup, Hair, Nails, and Skin Care",2,2,100.0
890,Hawaii Medical College,2,2,100.0
891,"Emmanuel College, Boston",2,2,100.0
892,Hardin-Simmons University,2,2,100.0
893,Huston-Tillotson University,2,2,100.0
894,Humphreys College,2,2,100.0
895,Illinois Central College,2,2,100.0
896,Itawamba Community College in Northeast Mississippi (Fulton,2,1,50.0
897,The Institute for Continuing Health Care Education,2,0,0.0
898,Institute for Clinical Social Work,2,2,100.0
899,International Institute for Restorative Practices (IIRP),2,2,100.0
900,Southern Union State Community College,2,2,100.0
901,Inver Hills Community College,2,2,100.0
902,John A. Logan College Homepage,2,2,100.0
903,Jackson State Community College,2,2,100.0
904,Kaskaskia College,2,2,100.0
905,Kansas City Art Institute,2,2,100.0
906,Kern Community College District,2,2,100.0
907,Kansas City Kansas Community College,2,1,50.0
908,University of Kentucky,2,1,50.0
909,Kingswood University,2,2,100.0
910,- LATIN AMERICAN BIBLE INSTITUTE,2,2,100.0
911,Laboure College,2,2,100.0
912,Los Angeles City College,2,2,100.0
913,Lane Community College,2,2,100.0
914,Lurleen B. Wallace Community College,2,1,50.0
915,Arkansas Colleges and Universities,2,2,100.0
916,H Councill Trenholm State Technical College,2,2,100.0
917,Welcome To Lala Lajpatrai Institute of Management,2,2,100.0
918,Homepage — Nazareth College,2,2,100.0
919,Loyola Marymount University,2,2,100.0
920,Welcome to the Lakes Region Community College,2,2,100.0
921,Lake Superior College,2,2,100.0
922,Lake Superior State University,2,2,100.0
923,"AKKINENI NAGESWARA RAO COLLEGE,GUDIVADA",2,2,100.0
924,César Ritz Colleges Switzerland,2,1,50.0
925,Marion Military Institute,2,2,100.0
926,Marymount College Rancho Palos Verdes,2,1,50.0
927,Mercer County Community College,2,2,100.0
928,Meridian College Florida Career Colleges,2,2,100.0
929,"Mars Hill College, in the Blue Ridge Mountains near Asheville, NC",2,1,50.0
930,Miami University of Ohio,2,2,100.0
931,Motorcycle Mechanics Institute (MMI),2,1,50.0
932,Monmouth College,2,0,0.0
933,Welcome to Moravian College,2,1,50.0
934,Morningside College,2,2,100.0
935,Michigan State University. Est. 1855. East Lansing,2,2,100.0
936,Hellenic College and Holy Cross Greek Orthodox School of Theology,2,2,100.0
937,Baton Rouge Community College,2,2,100.0
938,Northeast Ohio Medical University — NEOMED,2,2,100.0
939,North Greenville University,2,1,50.0
940,Northeastern Junior College,2,2,100.0
941,"NLP Training Vancouver, Erickson College, Ericksonian Hypnosis, Milton Erickson",2,0,0.0
942,Law NUJS Kolkata WB National University of Juridical Sciences India West Bengal,2,2,100.0
943,Northwest Louisiana Technical College,2,1,50.0
944,Oakland Community College,2,2,100.0
945,Oklahoma City Community College,2,2,100.0
946,Welcome to Ogeechee Technical College!,2,2,100.0
947,Ohio State University,2,1,50.0
948,Olivet Nazarene University,2,2,100.0
949,University of the Pacific,2,0,0.0
950,Palomar Community College District,2,1,50.0
951,University System of Georgia,2,2,100.0
952,"Philander Smith College, Think Justice, Little Rock, Arkansas, UNCF, HBCU",2,0,0.0
953,University of New Hampshire,2,1,50.0
954,Pennsylvania Institute of Technology,2,2,100.0
955,Pueblo Community College,2,2,100.0
956,Randolph College,2,2,100.0
957,Riverside Community College District,2,2,100.0
958,Welcome to the University of Redlands,2,2,100.0
959,University of Rhode Island,2,2,100.0
960,Richmont Graduate University,2,2,100.0
961,RIO GRANDE BIBLE INSTITUTE,2,2,100.0
962,Carl Sandburg College,2,1,50.0
963,University of South Carolina,2,2,100.0
964,The University of Scranton,2,2,100.0
965,South Carolina State University,2,1,50.0
966,Sullivan College of Technology & Design,2,1,50.0
967,Seattle University,2,2,100.0
968,Seminole State College of Florida Home Page,2,2,100.0
969,St. Francis College,2,1,50.0
970,Shasta College,2,2,100.0
971,Shawnee Community College Homepage,2,2,100.0
972,Shoreline Community College,2,2,100.0
973,University of South Alabama Homepage,2,2,100.0
974,Columbia-Greene Community College,2,2,100.0
975,University of St. Thomas,2,2,100.0
976,Schenectady County Community College,2,2,100.0
977,Catholic Seminary Schools,2,2,100.0
978,» The Texas A&M University System,2,2,100.0
979,Tokyo International University of America,2,1,50.0
980,The University of Toledo,2,0,0.0
981,Trinity Western University,2,2,100.0
982,Tunxis Community College,2,0,0.0
983,University of Arkansas Community College at Hope,2,2,100.0
984,University of Arkansas at Little Rock,2,2,100.0
985,The University of Baltimore Online Education,2,1,50.0
986,University of Northern California,2,1,50.0
987,University of North Carolina at Wilmington,2,1,50.0
988,University of Nevada,2,1,50.0
989,The University of Southern Mississippi,2,2,100.0
990,University of the SouthwestHome,2,2,100.0
991,University of Tennessee,2,2,100.0
992,University of West Alabama,2,1,50.0
993,Welcome to the Website for the Institute for Vaccine Safety,2,2,100.0
994,"Associate Degree, College Degrees",2,1,50.0
995,Villa Maria College,2,2,100.0
996,University of Virginia,2,1,50.0
997,Washburn University,2,1,50.0
998,George C Wallace State Community College-Selma,2,2,100.0
999,Welcome to Wharton County Junior College,2,1,50.0
1000,Western Institute for Social Research,2,2,100.0
1001,William Mitchell College of Law,2,1,50.0
1002,West Tennessee Business College,2,1,50.0
1003,Contra Costa Community College District,1,1,100.0
1004,Arizona Automotive Institute,1,1,100.0
1005,Rasmussen College,1,0,0.0
1006,Arab American University - Jenin,1,0,0.0
1007,Alderson Broaddus College,1,1,100.0
1008,American Bible College & Seminary,1,0,0.0
1009,American Baptist Seminary of the West,1,0,0.0
1010,Asheville-Buncombe Technical Community College,1,1,100.0
1011,Atlanta College of Art,1,0,0.0
1012,Acadiana Technical College,1,0,0.0
1013,American College of Acupuncture & Oriental Medicine,1,1,100.0
1014,Atlanta Christian College,1,0,0.0
1015,Online Master\'s Degree Programs in Education at American College of Education,1,1,100.0
1016,American College of Healthcare Sciences,1,1,100.0
1017,ACM â Associated Colleges of the Midwest — Home,1,1,100.0
1018,Albertson College of Idaho,1,0,0.0
1019,American College of Traditional Chinese Medicine,1,0,0.0
1020,Amarillo College,1,0,0.0
1021,Southwest Acupuncture College,1,0,0.0
1022,University of San Diego,1,0,0.0
1023,The University of Adelaide,1,0,0.0
1024,Career College Los Angeles,1,0,0.0
1025,AFI Conservatory,1,1,100.0
1026,Alahgaff University,1,1,100.0
1027,American Healthcare Institute Continuing Education Nurses Mental Health Professionals Maryland,1,0,0.0
1028,Aquinas Institute of Theology > Home,1,1,100.0
1029,Lesley University,1,1,100.0
1030,American Indian College of the Assemblies of God,1,1,100.0
1031,American Institute of Holistic Theology,1,1,100.0
1032,The Art Institutes,1,1,100.0
1033,All India Institute of Medical Sciences,1,1,100.0
1034,Welcome to American Institute of Medical Science and Education,1,1,100.0
1035,AIMT American Institute of Medical Technology,1,0,0.0
1036,The Art Institute Of Pittsburgh Online Division,1,0,0.0
1037,American InterContinental University â AIU South Florida,1,0,0.0
1038,Alaska Bible College,1,1,100.0
1039,Alameda Beauty College & Beauty,1,0,0.0
1040,University of Alaska - Anchorage,1,1,100.0
1041,Alaska Career College,1,1,100.0
1042,Albright College,1,0,0.0
1043,State University of New York at Albany,1,1,100.0
1044,Welcome to Albertus Magnus College,1,1,100.0
1045,Alice Lloyd College,1,1,100.0
1046,Allegheny College,1,0,0.0
1047,Welcome to Allegheny College,1,1,100.0
1048,Allentown College of Saint Francis de Sales,1,0,0.0
1049,Allen College,1,1,100.0
1050,Online College Courses & Degrees,1,0,0.0
1051,Online Allied Health and Medical School Education Courses by Allied Health Institute,1,0,0.0
1052,Alpena Community College,1,1,100.0
1053,Altamaha Technical College,1,0,0.0
1054,Concordia College - Moorhead,1,1,100.0
1055,Alvernia University,1,1,100.0
1056,Ambassador University,1,1,100.0
1057,Ambassador Baptist College,1,1,100.0
1058,Welcome to Ambria College of Nursing,1,1,100.0
1059,Anderson Medical Career College,1,0,0.0
1060,American College Dublin,1,0,0.0
1061,American Coastline University,1,0,0.0
1062,"Online Colleges, Schools, Universities and Scholarships Reviews by America.edu",1,1,100.0
1063,"Distance Learning, Distance Education, Online Degree at American Global University",1,0,0.0
1064,American Institute for Paralegal Studies,1,0,0.0
1065,Home Antonelli Medical & Professional Institute,1,0,0.0
1066,Anamarc College,1,0,0.0
1067,Arkansas Northeastern College,1,1,100.0
1068,Ancilla College,1,0,0.0
1069,Welcome to Angeles College,1,1,100.0
1070,Angeles Institute,1,1,100.0
1071,Angelina College,1,1,100.0
1072,Welcome to the Anoka Ramsey Community College Website,1,1,100.0
1073,AKKINENI NAGESWARA RAO COLLEGE,1,1,100.0
1074,Saint Anselm College,1,1,100.0
1075,Online College Degree Programs,1,0,0.0
1076,Antioch University - Los Angeles,1,1,100.0
1077,Antioch University New England,1,1,100.0
1078,Antioch University Santa Barbara,1,1,100.0
1079,Antioch University - Seattle,1,1,100.0
1080,Antonelli Institute Art & Photography,1,0,0.0
1081,American Professional Institute,1,0,0.0
1082,"Alpena Community College, Alpena, Michigan, USA",1,1,100.0
1083,Michigan's Largest Evangelical Christian University,1,1,100.0
1084,Arcadia University,1,1,100.0
1085,Arellano University,1,1,100.0
1086,The University of Arizona,1,1,100.0
1087,Arlington Baptist College,1,0,0.0
1088,Texas Career Institute,1,1,100.0
1089,Armstrong Atlantic State University Savannah,1,0,0.0
1090,Army Warrior University,1,0,0.0
1091,The School of the Art Institute of Chicago,1,1,100.0
1092,ASA College,1,0,0.0
1093,Asbury University,1,1,100.0
1094,Alabama Southern Community College,1,0,0.0
1095,Ashmead College Is Now Everest College,1,0,0.0
1096,Online College Degree Programs â Accredited Online School,1,1,100.0
1097,Asian Institute of Medical Studies,1,0,0.0
1098,Asnuntuck Community College,1,0,0.0
1099,Associated Technical College_Home_Los Angeles,1,1,100.0
1100,Athabasca University,1,0,0.0
1101,Athena College of Beauty,1,0,0.0
1102,ATI College,1,1,100.0
1103,Atlanta Technical College,1,1,100.0
1104,Atlantic Cape Community College,1,1,100.0
1105,Atria Institute of Technology,1,1,100.0
1106,ATS Institute of Technology,1,1,100.0
1107,American University of Beirut,1,1,100.0
1108,American University of Biblical Studies,1,0,0.0
1109,Atlanta University Center Consortium,1,0,0.0
1110,American University for Humanities,1,0,0.0
1111,The American University in London,1,1,100.0
1112,The American University of Rome,1,1,100.0
1113,Austin Presbyterian Theological Seminary,1,0,0.0
1114,American University,1,1,100.0
1115,AvancÃ© Beauty College â Train for an Exciting Career in Cosmetology,1,0,0.0
1116,"Massage Therapy & Skin Care Training School, Accredited Cosmetology, Makeup Artist & Esthetics Institute in North Virginia, Maryland & DC",1,0,0.0
1117,Avinashilingam University for Women,1,0,0.0
1118,Shreveport Colleges,1,1,100.0
1119,The Arizona Culinary Institute,1,1,100.0
1120,"AZURE COLLEGE, Great in Demand Career Programs",1,0,0.0
1121,Arizona Western College,1,1,100.0
1122,Barber-Scotia College,1,1,100.0
1123,Broken Arrow Beauty College & Cosmetology Education Center,1,0,0.0
1124,Belmont Abbey College,1,1,100.0
1125,Bacone College,1,0,0.0
1126,Bainbridge State College,1,0,0.0
1127,Welcome to Baker College,1,1,100.0
1128,Baldwin-Wallace College,1,0,0.0
1129,Baptist University of America,1,0,0.0
1130,Bapuji Dental College And Hospital,1,1,100.0
1131,Lincoln University Missouri,1,0,0.0
1132,Barclay College,1,1,100.0
1133,Baruch College,1,1,100.0
1134,Colleges in Georgia,1,0,0.0
1135,Bay State · Bay State College,1,1,100.0
1136,Accredited Christian Bible College & Seminary,1,0,0.0
1137,Baptist College of America,1,1,100.0
1138,Baltimore City Community College,1,1,100.0
1139,Long Island Colleges,1,0,0.0
1140,SS Cyril and Methodius Byzantine Catholic Seminary,1,1,100.0
1141,Becker College,1,0,0.0
1142,"Bellevue College, Washington [Previously Bellevue Community College]",1,1,100.0
1143,Welcome to Bellin College,1,1,100.0
1144,Bellmar Chicago Beauty College,1,0,0.0
1145,Belmont College,1,1,100.0
1146,Welcome to Beloit College,1,1,100.0
1147,Bergin University of Canine Studies,1,1,100.0
1148,Berkeley College,1,1,100.0
1149,Jump Start Your Education at Berkshire Community College,1,1,100.0
1150,Bethany College California,1,1,100.0
1151,Bethel College,1,1,100.0
1152,Bethlehem Bible College ÙÙÙØ© Ø¨ÙØª ÙØ­Ù ÙÙÙØªØ§Ø¨ Ø§ÙÙ ÙØ¯Ø³,1,0,0.0
1153,Benjamin Franklin Institute of Technology,1,1,100.0
1154,The Benjamin Franklin Institute of Global Education,1,0,0.0
1155,Bainbridge Graduate Institute · The Pioneer of Sustainable Business Education,1,0,0.0
1156,Bhavnagar University Official Website,1,0,0.0
1157,Black Hawk College,1,1,100.0
1158,BH Carroll Theological Institute,1,0,0.0
1159,Baltimore Hebrew University,1,0,0.0
1160,Washington Bible College/Capital Bible Seminary,1,0,0.0
1161,Biblical Seminary,1,0,0.0
1162,Baltimore International College Foundation,1,0,0.0
1163,Big Bend Community College,1,1,100.0
1164,Bilkent University,1,1,100.0
1165,State University of New York at Binghamton,1,1,100.0
1166,BioHealth College,1,0,0.0
1167,Birthingway College of Midwifery,1,0,0.0
1168,Bishop State Community College â Mobile,1,1,100.0
1169,BJ's Beauty & Barber College,1,0,0.0
1170,Black River Technical College,1,1,100.0
1171,Blake Austin College,1,1,100.0
1172,Blessed John XXIII National Seminary,1,0,0.0
1173,Welcome to Blinn College,1,0,0.0
1174,Bloomfield College,1,1,100.0
1175,Bethany Lutheran Theological Seminary,1,1,100.0
1176,Blue Cliff Career College,1,1,100.0
1177,Bluewater Bible College & Institute - Home,1,0,0.0
1178,Bank Street College of Education,1,0,0.0
1179,Boise Bible College,1,1,100.0
1180,Boricua College,1,0,0.0
1181,Welcome to Don Bosco Technical Institute,1,1,100.0
1182,Boston Baptist College,1,1,100.0
1183,The Boston Conservatory,1,1,100.0
1184,Baltimore Polytechnic Institute,1,1,100.0
1185,B.P. Koirala Institute of Health Sciences,1,1,100.0
1186,Accredited University Degree Programs in CA & WA,1,0,0.0
1187,Baton Rouge College,1,0,0.0
1188,Briar Cliff College,1,0,0.0
1189,Lincoln College of New England,1,0,0.0
1190,Bridgemont Community and Technical College,1,0,0.0
1191,University of Bridgeport,1,1,100.0
1192,Bridgewater State University,1,1,100.0
1193,Bristol University homepage,1,1,100.0
1194,Bristol University â Quality and Practical Education,1,0,0.0
1195,Broadview University,1,0,0.0
1196,State University of New York College at Brockport,1,1,100.0
1197,The College at Brockport,1,0,0.0
1198,The Brooklyn Culinary Institute,1,0,0.0
1199,Brooks Institute of Photography,1,0,0.0
1200,Brooks College in Long Beach,1,0,0.0
1201,Brookstone College Of Business,1,0,0.0
1202,Brown Mackie College,1,0,0.0
1203,Bryan College Sacramento California,1,0,0.0
1204,Online Career Training at Bryan College Online,1,0,0.0
1205,Colleges in Missouri,1,0,0.0
1206,BryanLGH College of Health Sciences,1,0,0.0
1207,Bryman College is now Everest College,1,0,0.0
1208,Birmingham-Southern College,1,0,0.0
1209,Bangor Theological Seminary,1,0,0.0
1210,Baptist Theological Seminary at Richmond,1,0,0.0
1211,Welcome to Bombay Teachers\' Training College,1,1,100.0
1212,State University of New York at Buffalo,1,1,100.0
1213,State University of New York College at Buffalo,1,1,100.0
1214,Buffalo State College,1,0,0.0
1215,Welcome To Butler Community College,1,1,100.0
1216,Cabrini University,1,0,0.0
1217,Cabrini College,1,0,0.0
1218,"Welcome to CAHSU (Belize Medical College) Homepage. Offshore Medical Schools, Foreign Medical Schools,Caribbean medical school",1,0,0.0
1219,CaliforniaColleges.edu,1,1,100.0
1220,California Southern University,1,1,100.0
1221,California University of Pennsylvania,1,1,100.0
1222,Online Education – Online Degree – California Intercontinental University,1,1,100.0
1223,A Christian Bible College in Kansas City,1,1,100.0
1224,Calvary Midwest Bible College,1,0,0.0
1225,Calvin Theological Seminary,1,1,100.0
1226,Cambridge Junior College,1,0,0.0
1227,Cameron College,1,0,0.0
1228,Welcome to Cañada College,1,1,100.0
1229,West Penn Allegheny Cancer Institute (WPACI),1,0,0.0
1230,Canyon College,1,0,0.0
1231,Capitol College,1,0,0.0
1232,Capri Beauty College,1,1,100.0
1233,Capstone College,1,0,0.0
1234,College Degrees,1,0,0.0
1235,Florida Career College,1,0,0.0
1236,Career Institute,1,0,0.0
1237,Career Point College,1,0,0.0
1238,"California Polytechnic State University, Pomona",1,1,100.0
1239,"California State University, San Bernardino",1,1,100.0
1240,MedSpa Careers Institute,1,0,0.0
1241,Career Technical College,1,0,0.0
1242,Carolinas College of Health Sciences,1,0,0.0
1243,Carver College,1,1,100.0
1244,Casper College,1,1,100.0
1245,Castleton State University,1,1,100.0
1246,Clark Atlanta University,1,0,0.0
1247,Central Bible College,1,1,100.0
1248,Calvary Baptist Seminary,1,1,100.0
1249,Christian Brothers University,1,1,100.0
1250,California College San Diego,1,0,0.0
1251,Carroll College Waukesha,1,0,0.0
1252,Concordia College - Ann Arbor,1,0,0.0
1253,Community College of Aurora in Colorado,1,1,100.0
1254,The Community College of Baltimore County,1,1,100.0
1255,Cumberland County College,1,1,100.0
1256,Community Christian College,1,1,100.0
1257,Community College of Denver,1,1,100.0
1258,The College of Coastal Georgia,1,1,100.0
1259,Corinthian Colleges,1,0,0.0
1260,CCI Colleges.edu,1,1,100.0
1261,Columbia College,1,1,100.0
1262,Cincinnati College of Mortuary Science,1,1,100.0
1263,Clayton College of Natural Health,1,0,0.0
1264,Career College of Northern Nevada,1,0,0.0
1265,Columbia College of Nursing,1,0,0.0
1266,California College of Podiatric Medicine,1,0,0.0
1267,Concordia College - Seward,1,0,0.0
1268,Cincinnati Christian University,1,0,0.0
1269,Chief Dull Knife College,1,1,100.0
1270,Catholic Distance University,1,0,0.0
1271,Cebu Doctors\' University . Welcome,1,0,0.0
1272,Cedar Valley College,1,0,0.0
1273,Centenary College,1,0,0.0
1274,Welcome to Central College,1,1,100.0
1275,Central Methodist University in Fayette,1,1,100.0
1276,Central Seminary,1,1,100.0
1277,Centura College,1,1,100.0
1278,Centura Institute Career School,1,1,100.0
1279,Cerritos College Home Page,1,1,100.0
1280,Cerro Coso Community College Home,1,1,100.0
1281,CES College,1,0,0.0
1282,Welcome To Cape Fear Community College,1,1,100.0
1283,Chancellor University,1,0,0.0
1284,Welcome to Charles of Italy Beauty College,1,1,100.0
1285,Chatfield College,1,0,0.0
1286,COLLEGE OF HAIR DESIGN,1,0,0.0
1287,The University of Chicago Booth,1,1,100.0
1288,National College of Chiropractic,1,1,100.0
1289,Chong Shin University in USA,1,0,0.0
1290,Christ University,1,0,0.0
1291,Christian Life College / Welcome,1,1,100.0
1292,Colorado Heights University,1,0,0.0
1293,Welcome to the world\'s premier culinary college in New York,1,1,100.0
1294,The Council of Independent Colleges,1,1,100.0
1295,Coorg Institute of Dental Sciences,1,0,0.0
1296,California Institute for Human Science,1,1,100.0
1297,Psychology Graduate Programs at California Institute of Integral Studies,1,1,100.0
1298,Cleveland Institute of Music,1,1,100.0
1299,Cebu Institute of Technology – University,1,1,100.0
1300,Welcome to Citrus College,1,1,100.0
1301,City College,1,0,0.0
1302,The Claremont Colleges,1,1,100.0
1303,Clarion University of Pennsylvania,1,1,100.0
1304,Welcome to Clark College,1,1,100.0
